file_size,file_entropy,num_strings,mean_section_entropy,max_section_entropy,num_imports,suspicious_imports,crypto_api_detected,label
439808,6.564990147859056,2812,4.070006701587873,6.607221331182835,268.0,1.0,0.0,1
18151045,7.99672687705094,208567,4.6293458794799855,6.794335469567533,240.0,1.0,1.0,1
75264,4.357976953104961,437,2.8996722929128356,4.374238015774354,1.0,0.0,0.0,1
884320,5.465060116208722,6284,3.336499786269623,5.33588190028658,1.0,0.0,0.0,1
7970299,7.999152365581766,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
44032,5.606845335605037,592,3.099182296536222,5.699939497958336,1.0,0.0,0.0,1
910336,7.639938088066055,9574,3.7457749401636815,7.648392348351336,1.0,0.0,0.0,1
1236480,6.814548203080987,8473,5.340108028283989,7.001816304938117,518.0,1.0,0.0,1
480768,6.592297238479535,4060,4.077974466657216,6.71659520483491,288.0,1.0,0.0,1
326144,6.102967644231368,4469,3.4264239903005542,6.117708299108041,1.0,0.0,0.0,1
695808,7.897808855860239,7582,6.113387742105883,7.999393575763796,94.0,1.0,0.0,1
7867265,7.999142244067541,93429,2.349248307772532,6.56223225792919,96.0,1.0,0.0,1
169472,5.384771824792234,998,3.4977959398775416,6.129682231500543,1.0,0.0,0.0,1
2124400,7.276513438768695,29047,3.3919814890897677,6.499141643922046,1.0,0.0,0.0,1
3056128,7.709671851333256,38568,4.686962100751915,7.949954941875006,481.0,1.0,0.0,1
819720,7.567340942087531,7704,3.711723761727026,7.568876437683575,1.0,0.0,0.0,1
353755,5.462725150803202,2150,3.396714857077973,6.4174599871908855,164.0,0.0,0.0,1
283136,6.878216133646255,897,3.2959237575861353,7.461892915040107,1.0,0.0,0.0,1
1536512,6.809445393277049,9029,5.309441052987242,6.848481428454382,518.0,1.0,0.0,1
260608,4.4035069034763135,465,3.033305293912172,4.754429759617277,1.0,0.0,0.0,1
95232,5.564267936569007,877,2.848916635088736,5.595922844514764,1.0,0.0,0.0,1
494592,6.597369941705302,4246,4.085196174479577,6.704144894372126,307.0,1.0,0.0,1
179200,4.9499704237015685,1438,2.7858230674218856,5.813561766575831,1.0,0.0,0.0,1
635904,7.442817343337968,6328,3.4940936241870815,7.452927228347809,1.0,0.0,0.0,1
1399648,1.4460883113003062,6210,5.592297637737211,6.918297635785736,75.0,1.0,0.0,1
1627287,7.702092186262608,15063,3.464243224103028,6.499675350012798,171.0,0.0,0.0,1
819712,6.023518306479219,26873,3.508926732463456,6.029630309129414,1.0,0.0,0.0,1
125855,7.776636072237414,1486,4.044676024712792,6.422216392458881,152.0,0.0,0.0,1
1018880,6.883476522081604,6930,5.487838556437816,7.74046894570725,518.0,1.0,0.0,1
56320,5.610760636762203,676,3.5593051592521836,5.63141313101573,1.0,0.0,0.0,1
743936,7.9178632583078965,8962,4.326899173315588,7.929433980642406,1.0,0.0,0.0,1
167424,6.0124852023023765,1585,3.908952387942119,6.049723448256315,1.0,0.0,0.0,1
719360,7.965611465599264,9349,4.785499306748699,7.971794450897114,1.0,0.0,0.0,1
967680,7.421875234414868,9528,4.705574240667871,7.999508743807004,90.0,0.0,0.0,1
7886736,6.730568393317783,69311,4.635484378903271,6.903613341382984,636.0,1.0,1.0,1
159744,7.407191186954557,4957,5.510289712074687,7.4443688033777375,0.0,0.0,0.0,1
43008,5.547319011524443,662,4.691347662372654,5.616515724731253,0.0,0.0,0.0,1
7970299,7.999152369102948,94628,2.3492753048582466,6.56223225792919,96.0,1.0,0.0,1
1893376,5.847772504012662,12739,4.891890713367375,5.849314522399548,0.0,0.0,0.0,1
242688,6.43035207099755,1750,5.308244853873607,6.83800388953063,71.0,1.0,0.0,1
678912,7.747218476946736,7058,5.0636756106505025,7.754974372485595,1.0,0.0,0.0,1
672256,6.342593971700986,4584,3.530560489599654,6.349393964368706,1.0,0.0,0.0,1
1070592,6.963394171182504,7513,5.50079622509048,7.805257288970572,518.0,1.0,0.0,1
40960,5.559104426652009,586,3.220673549846915,5.704840158709417,1.0,0.0,0.0,1
517563,7.411639354150289,4120,4.471714198631611,6.800710339910504,165.0,0.0,0.0,1
24064,5.528429198572727,326,3.540964702802316,5.575273356365613,1.0,0.0,0.0,1
14336,5.103661986945283,227,3.4669246975470522,5.878071157380503,50.0,0.0,0.0,1
1266176,7.214255200177695,7415,4.713190648959617,7.14903466203393,1.0,0.0,0.0,1
528392,7.638461897146796,5697,4.953795704300191,7.641474772149329,1.0,0.0,0.0,1
37888,5.57736645980262,496,3.5531341948853825,5.609091512788481,1.0,0.0,0.0,1
548864,7.513928753498918,6174,4.898058786878994,7.53108365454491,1.0,0.0,0.0,1
671744,7.841623176520156,7813,4.861438055126533,7.851583713872841,1.0,0.0,0.0,1
744448,7.792064506385091,7866,4.5275006999673275,7.838098776126378,1.0,0.0,0.0,1
18203136,6.229144470007088,14480,3.9538350052561757,6.230062101809143,1.0,0.0,0.0,1
317952,7.985345040596436,3803,4.068877766324671,7.993626283103464,1.0,0.0,0.0,1
753664,7.7358469083979475,7761,4.385158886041253,7.850983006991039,1.0,0.0,0.0,1
723456,7.8786333510689515,7750,5.228698255295867,7.883954256114356,1.0,0.0,0.0,1
532511,7.222755249734566,4663,4.035464261203546,6.511112273730313,164.0,0.0,0.0,1
1305378,7.878240187802799,14711,3.653110917182867,6.499675350012798,171.0,0.0,0.0,1
1085952,7.844615123895774,11795,3.9953368478113203,7.92637932691923,1.0,0.0,0.0,1
784384,7.817343728815591,8993,5.250317995442416,7.829055165703187,1.0,0.0,0.0,1
